date,equity,cash,positions
2018-01-30,1890826.3637502193,137.17570853233337,5
2018-01-31,1894499.6431729794,4.968153715133667,5
2018-02-01,1864874.7629802227,4.968153715133667,5
2018-02-02,1822154.8623435497,183.648047208786,5
2018-02-05,1779110.558425665,1403450.3283908367,1
2018-02-06,1779174.0681741238,1047627.797590971,2
2018-02-07,1772847.3220336437,693064.4630801678,3
2018-02-08,1744938.178248167,1373722.5668284893,1
2018-02-09,1744239.8426177502,1024916.9621760845,2
2018-02-12,1742505.621358633,1024916.9621760845,2
2018-02-13,1743961.306076765,1393021.4107291698,1
2018-02-14,1741217.2014243603,696595.19632411,3
2018-02-15,1733046.4337775707,5.595768690109253,5
2018-02-16,1658996.9052340984,149.14619326591492,5
2018-02-20,1652914.7588031292,149.14619326591492,5
2018-02-21,1627121.3416965008,149.14619326591492,5
2018-02-22,1596801.7816607952,15.834372282028198,5
2018-02-23,1620331.654236555,15.834372282028198,5
2018-02-26,1637513.196903944,15.834372282028198,5
2018-02-27,1621864.3725020885,15.834372282028198,5
2018-02-28,1602459.3578269482,299100.62927889824,4
2018-03-01,1587209.8093116283,320221.5241858959,4
2018-03-02,1613841.2261207104,10.654396772384644,5
2018-03-05,1622935.2023684978,10.654396772384644,5
2018-03-06,1651751.4104697704,10.654396772384644,5
2018-03-07,1666285.3962619305,10.654396772384644,5
2018-03-08,1671035.354094267,10.654396772384644,5
2018-03-09,1705668.397085905,10.654396772384644,5
2018-03-12,1712088.917803526,10.654396772384644,5
2018-03-13,1707256.4463317394,10.654396772384644,5
2018-03-14,1714513.722332716,35.702160596847534,5
2018-03-15,1697680.3027198315,35.702160596847534,5
2018-03-16,1680961.5365741253,35.702160596847534,5
2018-03-19,1661669.5581672192,421102.620770216,4
2018-03-20,1673843.458174467,86365.62496256828,5
2018-03-21,1666177.8650538921,75328.76172709465,5
2018-03-22,1638285.511948347,649683.8675925732,3
2018-03-23,1617861.0059382915,1617861.0059382915,0
2018-03-26,1617861.0059382915,970884.0939052105,2
2018-03-27,1611167.978060484,648669.9052913189,3
2018-03-28,1601814.5824763775,961473.1485621929,2
2018-03-29,1609399.8414332867,961473.1485621929,2
2018-04-02,1598044.2798144817,961473.1485621929,2
2018-04-03,1610314.3209331036,639415.5411736965,3
2018-04-04,1599997.3401296139,319443.9846627712,4
2018-04-05,1628007.5607936382,90.2664086818695,5
2018-04-06,1599837.2256486416,90.2664086818695,5
2018-04-09,1614232.3047292233,90.2664086818695,5
2018-04-10,1638862.9280927181,90.2664086818695,5
2018-04-11,1630516.3652017117,67.02236723899841,5
2018-04-12,1633363.272282362,67.02236723899841,5
2018-04-13,1644525.0985515118,67.02236723899841,5
2018-04-16,1675759.3918015957,67.02236723899841,5
2018-04-17,1691858.430025816,67.02236723899841,5
2018-04-18,1693712.9965217113,67.02236723899841,5
2018-04-19,1698148.349121809,67.02236723899841,5
2018-04-20,1694154.583048582,67.02236723899841,5
2018-04-23,1702921.1732022762,16.325116872787476,5
2018-04-24,1683272.7090146542,16.325116872787476,5
2018-04-25,1700156.846161604,16.325116872787476,5
2018-04-26,1706283.748308897,16.325116872787476,5
2018-04-27,1695857.9110791683,67.61435103416443,5
2018-04-30,1700029.2087972164,67.61435103416443,5
2018-05-01,1697306.6559312344,24.202691793441772,5
2018-05-02,1700753.747936964,24.202691793441772,5
2018-05-03,1702673.285573721,24.202691793441772,5
2018-05-04,1696606.4488780499,0.30680376291275024,5
2018-05-07,1695381.2641934156,0.30680376291275024,5
2018-05-08,1662632.0321261883,3.466266393661499,5
2018-05-09,1682300.2011601925,3.466266393661499,5
2018-05-10,1694872.968268156,3.466266393661499,5
2018-05-11,1685816.1312196255,3.466266393661499,5
2018-05-14,1677053.7780454159,4.823046922683716,5
2018-05-15,1682293.0067961216,7596.527966737747,5
2018-05-16,1687511.0867159367,1.3181393146514893,5
2018-05-17,1699056.350009203,15.942200899124146,5
2018-05-18,1722681.0543863773,15.942200899124146,5
2018-05-21,1724847.9260046482,15.942200899124146,5
2018-05-22,1706495.8298466206,15.942200899124146,5
2018-05-23,1708898.4169313908,15.942200899124146,5
2018-05-24,1709038.5042164326,0.6545040607452393,5
2018-05-25,1697349.8533079624,0.6545040607452393,5
2018-05-29,1694957.0891649723,322166.21758389473,4
2018-05-30,1719457.9882080555,5.358208894729614,5
2018-05-31,1711251.1564848423,5.358208894729614,5
2018-06-01,1727082.2122642994,5.358208894729614,5
2018-06-04,1725884.2667210102,33.59929013252258,5
2018-06-05,1751238.469349146,33.59929013252258,5
2018-06-06,1746699.4033167362,42581.546810388565,5
2018-06-07,1727501.5117342472,25909.39475464821,5
2018-06-08,1739341.4614679813,25909.39475464821,5
2018-06-11,1755096.7630617619,25909.39475464821,5
2018-06-12,1760932.8183500767,25909.39475464821,5
2018-06-13,1747465.964054346,25909.39475464821,5
2018-06-14,1767190.3043291569,25909.39475464821,5
2018-06-15,1767147.5830938816,25909.39475464821,5
2018-06-18,1763049.9809801579,6.999788522720337,5
2018-06-19,1755101.4263308048,6.999788522720337,5
2018-06-20,1768881.300735712,57.882732629776,5
2018-06-21,1767169.4822256565,51.14204812049866,5
2018-06-22,1774994.522592783,51.14204812049866,5
2018-06-25,1744976.2778208256,315916.5247423649,4
2018-06-26,1757763.3534510136,34.08240532875061,5
2018-06-27,1732450.3409616947,368546.8312342167,4
2018-06-28,1736792.831722498,35.90073037147522,5
2018-06-29,1738118.5151789188,35.90073037147522,5
2018-07-02,1751046.337139368,35.90073037147522,5
2018-07-03,1755658.04591012,35.90073037147522,5
2018-07-05,1772285.8559076786,35.90073037147522,5
2018-07-06,1791721.727977991,35.90073037147522,5
2018-07-09,1796532.5303843021,35.90073037147522,5
2018-07-10,1796206.869411707,35.90073037147522,5
2018-07-11,1780235.724880457,98.12587380409241,5
2018-07-12,1791018.0012857914,98.12587380409241,5
2018-07-13,1793153.106456995,98.12587380409241,5
2018-07-16,1782860.9548532963,98.12587380409241,5
2018-07-17,1778563.3449442387,9779.317806243896,5
2018-07-18,1854523.4987007976,9779.317806243896,5
2018-07-19,1854059.079828024,9779.317806243896,5
2018-07-20,1805677.321308136,9779.317806243896,5
2018-07-23,1826080.5569882393,9779.317806243896,5
2018-07-24,1844508.8076415658,483.6641273498535,5
2018-07-25,1896969.6992691755,483.6641273498535,5
2018-07-26,1859430.1489473581,483.6641273498535,5
2018-07-27,1837328.28845191,17.987686157226562,5
2018-07-30,1801179.047273159,55905.53402662277,5
2018-07-31,1814236.20265913,55905.53402662277,5
2018-08-01,1789049.8139929771,53919.662438869476,5
2018-08-02,1804056.5186514854,55374.53380727768,5
2018-08-03,1817795.1941657066,55374.53380727768,5
2018-08-06,1819104.8478484154,55374.53380727768,5
2018-08-07,1813756.523293972,55374.53380727768,5
2018-08-08,1802483.3904738426,45081.38480138779,5
